City,Date,Rate,State
Chennai,22-06-2019,67.43,Tamil Nadu
Chennai,22-06-2019,67.43,Tamil Nadu
Chennai,25-06-2019,67.56,Tamil Nadu
Chennai,25-06-2019,67.56,Tamil Nadu
Chennai,27-06-2019,67.62,Tamil Nadu
Chennai,28-06-2019,67.68,Tamil Nadu
Chennai,28-06-2019,67.68,Tamil Nadu
Chennai,30-06-2019,67.87,Tamil Nadu
Chennai,01-07-2019,67.98,Tamil Nadu
Chennai,02-07-2019,68.01,Tamil Nadu
Chennai,03-07-2019,68.01,Tamil Nadu
Chennai,04-07-2019,68.01,Tamil Nadu
Chennai,05-07-2019,68.01,Tamil Nadu
Chennai,06-07-2019,68.01,Tamil Nadu
Chennai,07-07-2019,70.53,Tamil Nadu
Chennai,07-07-2019,70.53,Tamil Nadu
Chennai,08-07-2019,70.39,Tamil Nadu
Chennai,09-07-2019,70.28,Tamil Nadu
Chennai,10-07-2019,70.28,Tamil Nadu
Chennai,11-07-2019,70.12,Tamil Nadu
Chennai,13-07-2019,70.01,Tamil Nadu
Chennai,13-07-2019,70.01,Tamil Nadu
Chennai,15-07-2019,70.01,Tamil Nadu
Chennai,16-07-2019,70.01,Tamil Nadu
Chennai,17-07-2019,70.01,Tamil Nadu
Chennai,18-07-2019,70.01,Tamil Nadu
Chennai,19-07-2019,70.01,Tamil Nadu
Chennai,20-07-2019,70.01,Tamil Nadu
Chennai,20-07-2019,70.01,Tamil Nadu
Chennai,20-07-2019,70.01,Tamil Nadu
Chennai,22-07-2019,70.01,Tamil Nadu
Chennai,24-07-2019,70.01,Tamil Nadu
Chennai,24-07-2019,70.01,Tamil Nadu
Chennai,25-07-2019,69.95,Tamil Nadu
Chennai,26-07-2019,69.95,Tamil Nadu
Chennai,27-07-2019,69.95,Tamil Nadu
Chennai,29-07-2019,69.83,Tamil Nadu
Chennai,30-07-2019,69.76,Tamil Nadu
Chennai,31-07-2019,69.76,Tamil Nadu
Chennai,01-08-2019,69.76,Tamil Nadu
Chennai,02-08-2019,69.76,Tamil Nadu
Chennai,03-08-2019,69.76,Tamil Nadu
Chennai,04-08-2019,69.69,Tamil Nadu
Chennai,05-08-2019,69.69,Tamil Nadu
Chennai,06-08-2019,69.69,Tamil Nadu
Chennai,07-08-2019,69.69,Tamil Nadu
Chennai,08-08-2019,69.58,Tamil Nadu
Chennai,09-08-2019,69.44,Tamil Nadu
Chennai,12-08-2019,69.1,Tamil Nadu
Chennai,12-08-2019,69.1,Tamil Nadu
Chennai,13-08-2019,69.1,Tamil Nadu
Chennai,14-08-2019,69.1,Tamil Nadu
Chennai,15-08-2019,69.1,Tamil Nadu
Chennai,16-08-2019,69.1,Tamil Nadu
Chennai,17-08-2019,69.04,Tamil Nadu
Chennai,18-08-2019,68.92,Tamil Nadu
Chennai,19-08-2019,68.83,Tamil Nadu
Chennai,20-08-2019,68.76,Tamil Nadu
Chennai,21-08-2019,68.76,Tamil Nadu
Chennai,22-08-2019,68.76,Tamil Nadu
Chennai,23-08-2019,68.76,Tamil Nadu
Chennai,24-08-2019,68.81,Tamil Nadu
Chennai,25-08-2019,68.92,Tamil Nadu
Chennai,26-08-2019,69.01,Tamil Nadu
Chennai,27-08-2019,69.01,Tamil Nadu
Chennai,27-08-2019,69.01,Tamil Nadu
Chennai,28-08-2019,69.01,Tamil Nadu
Chennai,29-08-2019,68.96,Tamil Nadu
Chennai,30-08-2019,68.9,Tamil Nadu
Chennai,31-08-2019,68.9,Tamil Nadu
Chennai,01-09-2019,68.9,Tamil Nadu
Chennai,02-09-2019,68.9,Tamil Nadu
Chennai,03-09-2019,68.9,Tamil Nadu
Chennai,04-09-2019,68.9,Tamil Nadu
Chennai,05-09-2019,68.88,Tamil Nadu
Chennai,06-09-2019,68.82,Tamil Nadu
Chennai,07-09-2019,68.76,Tamil Nadu
Chennai,08-09-2019,68.76,Tamil Nadu
Chennai,09-09-2019,68.76,Tamil Nadu
Chennai,10-09-2019,68.82,Tamil Nadu
Chennai,11-09-2019,68.82,Tamil Nadu
Chennai,12-09-2019,68.87,Tamil Nadu
Chennai,13-09-2019,68.97,Tamil Nadu
Chennai,14-09-2019,69.06,Tamil Nadu
Chennai,15-09-2019,69.13,Tamil Nadu
Chennai,16-09-2019,69.13,Tamil Nadu
Chennai,17-09-2019,69.29,Tamil Nadu
Chennai,18-09-2019,69.55,Tamil Nadu
Chennai,19-09-2019,69.75,Tamil Nadu
Chennai,20-09-2019,70.05,Tamil Nadu
Chennai,21-09-2019,70.31,Tamil Nadu
Chennai,22-09-2019,70.53,Tamil Nadu
Chennai,23-09-2019,70.73,Tamil Nadu
Chennai,24-09-2019,70.88,Tamil Nadu
Chennai,25-09-2019,70.88,Tamil Nadu
Chennai,26-09-2019,70.96,Tamil Nadu
Chennai,27-09-2019,71.07,Tamil Nadu
Chennai,28-09-2019,71.07,Tamil Nadu
Chennai,29-09-2019,71.07,Tamil Nadu
Chennai,30-09-2019,71.16,Tamil Nadu
Chennai,01-10-2019,71.36,Tamil Nadu
Chennai,02-10-2019,71.36,Tamil Nadu
Chennai,03-10-2019,71.29,Tamil Nadu
Chennai,04-10-2019,71.21,Tamil Nadu
Chennai,05-10-2019,70.99,Tamil Nadu
Chennai,07-10-2019,70.74,Tamil Nadu
Chennai,08-10-2019,70.63,Tamil Nadu
Chennai,09-10-2019,70.63,Tamil Nadu
Chennai,10-10-2019,70.57,Tamil Nadu
Chennai,11-10-2019,70.41,Tamil Nadu
Chennai,12-10-2019,70.26,Tamil Nadu
Chennai,13-10-2019,70.26,Tamil Nadu
Chennai,14-10-2019,70.26,Tamil Nadu
Chennai,15-10-2019,70.21,Tamil Nadu
Chennai,16-10-2019,70.21,Tamil Nadu
Chennai,17-10-2019,70.21,Tamil Nadu
Chennai,18-10-2019,70.11,Tamil Nadu
Chennai,19-10-2019,70.02,Tamil Nadu
Chennai,20-10-2019,69.95,Tamil Nadu
Chennai,21-10-2019,69.95,Tamil Nadu
Chennai,22-10-2019,69.88,Tamil Nadu
Chennai,23-10-2019,69.88,Tamil Nadu
Chennai,24-10-2019,69.83,Tamil Nadu
Chennai,25-10-2019,69.76,Tamil Nadu
Chennai,26-10-2019,69.71,Tamil Nadu
Chennai,27-10-2019,69.71,Tamil Nadu
Chennai,28-10-2019,69.71,Tamil Nadu
Chennai,29-10-2019,69.6,Tamil Nadu
Chennai,30-10-2019,69.6,Tamil Nadu
Chennai,31-10-2019,69.6,Tamil Nadu
Chennai,01-11-2019,69.49,Tamil Nadu
Chennai,02-11-2019,69.49,Tamil Nadu
Chennai,03-11-2019,69.49,Tamil Nadu
Chennai,04-11-2019,69.44,Tamil Nadu
Chennai,05-11-2019,69.44,Tamil Nadu
Chennai,06-11-2019,69.44,Tamil Nadu
Chennai,07-11-2019,69.44,Tamil Nadu
Chennai,08-11-2019,69.54,Tamil Nadu
Chennai,09-11-2019,69.61,Tamil Nadu
Chennai,10-11-2019,69.61,Tamil Nadu
Chennai,11-11-2019,69.55,Tamil Nadu
Chennai,12-11-2019,69.55,Tamil Nadu
Chennai,13-11-2019,69.48,Tamil Nadu
Chennai,14-11-2019,69.48,Tamil Nadu
Chennai,15-11-2019,69.48,Tamil Nadu
Chennai,16-11-2019,69.48,Tamil Nadu
Chennai,17-11-2019,69.48,Tamil Nadu
Chennai,18-11-2019,69.48,Tamil Nadu
Chennai,19-11-2019,69.54,Tamil Nadu
Chennai,20-11-2019,69.54,Tamil Nadu
Chennai,21-11-2019,69.54,Tamil Nadu
Chennai,22-11-2019,69.54,Tamil Nadu
Chennai,25-11-2019,69.42,Tamil Nadu
Chennai,26-11-2019,69.42,Tamil Nadu
Chennai,27-11-2019,69.42,Tamil Nadu
Chennai,28-11-2019,69.42,Tamil Nadu
Chennai,29-11-2019,69.47,Tamil Nadu
Chennai,30-11-2019,69.47,Tamil Nadu
Chennai,01-12-2019,69.47,Tamil Nadu
Chennai,02-12-2019,69.47,Tamil Nadu
Chennai,03-12-2019,69.47,Tamil Nadu
Chennai,04-12-2019,69.47,Tamil Nadu
Chennai,05-12-2019,69.47,Tamil Nadu
Chennai,06-12-2019,69.47,Tamil Nadu
Chennai,08-12-2019,69.66,Tamil Nadu
Chennai,09-12-2019,69.76,Tamil Nadu
Chennai,10-12-2019,69.76,Tamil Nadu
Chennai,11-12-2019,69.79,Tamil Nadu
Chennai,12-12-2019,69.79,Tamil Nadu
Chennai,13-12-2019,69.79,Tamil Nadu
Chennai,14-12-2019,69.79,Tamil Nadu
Chennai,15-12-2019,69.79,Tamil Nadu
Chennai,16-12-2019,69.79,Tamil Nadu
Chennai,17-12-2019,69.79,Tamil Nadu
Chennai,18-12-2019,69.79,Tamil Nadu
Chennai,19-12-2019,69.95,Tamil Nadu
Chennai,20-12-2019,70.11,Tamil Nadu
Chennai,21-12-2019,70.32,Tamil Nadu
Chennai,22-12-2019,70.54,Tamil Nadu
Chennai,23-12-2019,70.75,Tamil Nadu
Chennai,24-12-2019,70.8,Tamil Nadu
Chennai,25-12-2019,70.8,Tamil Nadu
Chennai,26-12-2019,70.8,Tamil Nadu
Chennai,27-12-2019,71.07,Tamil Nadu
Chennai,28-12-2019,71.25,Tamil Nadu
Chennai,29-12-2019,71.46,Tamil Nadu
Chennai,30-12-2019,71.65,Tamil Nadu
Chennai,31-12-2019,71.84,Tamil Nadu
Chennai,01-01-2020,71.84,Tamil Nadu
Chennai,02-01-2020,72.01,Tamil Nadu
Chennai,03-01-2020,72.17,Tamil Nadu
Chennai,04-01-2020,72.32,Tamil Nadu
Chennai,05-01-2020,72.45,Tamil Nadu
Chennai,06-01-2020,72.63,Tamil Nadu
Chennai,07-01-2020,72.73,Tamil Nadu
Chennai,08-01-2020,72.73,Tamil Nadu
Chennai,09-01-2020,72.91,Tamil Nadu
Chennai,10-01-2020,73.03,Tamil Nadu
Chennai,11-01-2020,73.16,Tamil Nadu
Chennai,12-01-2020,73.11,Tamil Nadu
Chennai,13-01-2020,73.04,Tamil Nadu
Chennai,14-01-2020,73.04,Tamil Nadu
Chennai,15-01-2020,73.04,Tamil Nadu
Chennai,16-01-2020,72.89,Tamil Nadu
Chennai,17-01-2020,72.73,Tamil Nadu
Chennai,18-01-2020,72.56,Tamil Nadu
Chennai,19-01-2020,72.39,Tamil Nadu
Chennai,20-01-2020,72.18,Tamil Nadu
Chennai,21-01-2020,71.96,Tamil Nadu
Chennai,22-01-2020,71.96,Tamil Nadu
Chennai,23-01-2020,71.76,Tamil Nadu
Chennai,24-01-2020,71.5,Tamil Nadu
Chennai,25-01-2020,71.5,Tamil Nadu
Chennai,26-01-2020,70.9,Tamil Nadu
Chennai,27-01-2020,70.52,Tamil Nadu
Chennai,28-01-2020,70.38,Tamil Nadu
Chennai,29-01-2020,70.38,Tamil Nadu
Chennai,30-01-2020,70.16,Tamil Nadu
Chennai,30-01-2020,70.16,Tamil Nadu
Chennai,31-01-2020,70.06,Tamil Nadu
Chennai,01-02-2020,69.94,Tamil Nadu
Chennai,02-02-2020,69.86,Tamil Nadu
Chennai,03-02-2020,69.77,Tamil Nadu
Chennai,04-02-2020,69.75,Tamil Nadu
Chennai,05-02-2020,69.75,Tamil Nadu
Chennai,06-02-2020,69.59,Tamil Nadu
Chennai,07-02-2020,69.33,Tamil Nadu
Chennai,08-02-2020,69.07,Tamil Nadu
Chennai,09-02-2020,69.07,Tamil Nadu
Chennai,10-02-2020,68.68,Tamil Nadu
Chennai,11-02-2020,68.47,Tamil Nadu
Chennai,12-02-2020,68.47,Tamil Nadu
Chennai,13-02-2020,68.42,Tamil Nadu
Chennai,14-02-2020,68.42,Tamil Nadu
Chennai,15-02-2020,68.36,Tamil Nadu
Chennai,16-02-2020,68.36,Tamil Nadu
Chennai,17-02-2020,68.36,Tamil Nadu
Chennai,18-02-2020,68.23,Tamil Nadu
Chennai,19-02-2020,68.23,Tamil Nadu
Chennai,20-02-2020,68.23,Tamil Nadu
Chennai,21-02-2020,68.23,Tamil Nadu
Chennai,22-02-2020,68.23,Tamil Nadu
Chennai,23-02-2020,68.23,Tamil Nadu
Chennai,24-02-2020,68.28,Tamil Nadu
Chennai,25-02-2020,68.28,Tamil Nadu
Chennai,26-02-2020,68.28,Tamil Nadu
Chennai,27-02-2020,68.23,Tamil Nadu
Chennai,28-02-2020,68.18,Tamil Nadu
Chennai,29-02-2020,68.08,Tamil Nadu
Chennai,01-03-2020,67.84,Tamil Nadu
Chennai,02-03-2020,67.63,Tamil Nadu
Chennai,03-03-2020,67.55,Tamil Nadu
Chennai,04-03-2020,67.55,Tamil Nadu
Chennai,05-03-2020,67.46,Tamil Nadu
Chennai,06-03-2020,67.32,Tamil Nadu
Chennai,07-03-2020,67.19,Tamil Nadu
Chennai,08-03-2020,67,Tamil Nadu
Chennai,09-03-2020,66.73,Tamil Nadu
Chennai,10-03-2020,66.73,Tamil Nadu
Chennai,11-03-2020,66.73,Tamil Nadu
Chennai,12-03-2020,66.33,Tamil Nadu
Chennai,13-03-2020,66.17,Tamil Nadu
Chennai,14-03-2020,65.99,Tamil Nadu
Chennai,15-03-2020,65.85,Tamil Nadu
Chennai,16-03-2020,65.69,Tamil Nadu
Chennai,17-03-2020,65.69,Tamil Nadu
Chennai,18-03-2020,65.69,Tamil Nadu
Chennai,19-03-2020,65.69,Tamil Nadu
Chennai,20-03-2020,65.69,Tamil Nadu
Chennai,21-03-2020,65.69,Tamil Nadu
Chennai,22-03-2020,65.69,Tamil Nadu
Chennai,23-03-2020,65.69,Tamil Nadu
Chennai,24-03-2020,65.69,Tamil Nadu
Chennai,25-03-2020,65.69,Tamil Nadu
Chennai,26-03-2020,65.69,Tamil Nadu
Chennai,27-03-2020,65.69,Tamil Nadu
Chennai,28-03-2020,65.69,Tamil Nadu
Chennai,29-03-2020,65.69,Tamil Nadu
Chennai,30-03-2020,65.69,Tamil Nadu
Chennai,31-03-2020,65.69,Tamil Nadu
Chennai,01-04-2020,65.69,Tamil Nadu
Chennai,02-04-2020,65.69,Tamil Nadu
Chennai,03-04-2020,65.69,Tamil Nadu
Chennai,04-04-2020,65.69,Tamil Nadu
Chennai,05-04-2020,65.69,Tamil Nadu
Chennai,06-04-2020,65.69,Tamil Nadu
Chennai,07-04-2020,65.69,Tamil Nadu
Chennai,08-04-2020,65.69,Tamil Nadu
Chennai,09-04-2020,65.69,Tamil Nadu
Chennai,10-04-2020,65.69,Tamil Nadu
Chennai,11-04-2020,65.69,Tamil Nadu
Chennai,13-04-2020,65.69,Tamil Nadu
Chennai,14-04-2020,65.69,Tamil Nadu
Chennai,15-04-2020,65.69,Tamil Nadu
Chennai,16-04-2020,65.69,Tamil Nadu
Chennai,17-04-2020,65.69,Tamil Nadu
Chennai,18-04-2020,65.69,Tamil Nadu
Chennai,19-04-2020,65.69,Tamil Nadu
Chennai,20-04-2020,65.69,Tamil Nadu
Chennai,21-04-2020,65.69,Tamil Nadu
Chennai,22-04-2020,65.69,Tamil Nadu
Chennai,23-04-2020,65.69,Tamil Nadu
Chennai,24-04-2020,65.69,Tamil Nadu
Chennai,25-04-2020,65.69,Tamil Nadu
Chennai,26-04-2020,65.69,Tamil Nadu
Chennai,27-04-2020,65.69,Tamil Nadu
Chennai,28-04-2020,65.69,Tamil Nadu
Chennai,29-04-2020,65.69,Tamil Nadu
Chennai,30-04-2020,65.69,Tamil Nadu
Chennai,01-05-2020,65.69,Tamil Nadu
Chennai,02-05-2020,65.69,Tamil Nadu
Chennai,03-05-2020,65.69,Tamil Nadu
Chennai,04-05-2020,65.69,Tamil Nadu
Chennai,05-05-2020,68.2,Tamil Nadu
Chennai,06-05-2020,68.2,Tamil Nadu
Chennai,07-05-2020,68.2,Tamil Nadu
Chennai,08-05-2020,68.2,Tamil Nadu
Chennai,09-05-2020,68.2,Tamil Nadu
Chennai,10-05-2020,68.2,Tamil Nadu
Chennai,11-05-2020,68.2,Tamil Nadu
Chennai,12-05-2020,68.2,Tamil Nadu
Chennai,13-05-2020,68.2,Tamil Nadu
Chennai,14-05-2020,68.2,Tamil Nadu
Chennai,15-05-2020,68.2,Tamil Nadu
Chennai,16-05-2020,68.2,Tamil Nadu
Chennai,17-05-2020,68.2,Tamil Nadu
Chennai,18-05-2020,68.2,Tamil Nadu
Chennai,19-05-2020,68.2,Tamil Nadu
Chennai,20-05-2020,68.2,Tamil Nadu
Chennai,21-05-2020,68.2,Tamil Nadu
Chennai,22-05-2020,68.2,Tamil Nadu
Chennai,23-05-2020,68.2,Tamil Nadu
Chennai,24-05-2020,68.2,Tamil Nadu
Chennai,25-05-2020,68.2,Tamil Nadu
Chennai,26-05-2020,68.2,Tamil Nadu
Chennai,27-05-2020,68.2,Tamil Nadu
Chennai,28-05-2020,68.2,Tamil Nadu
Chennai,29-05-2020,68.2,Tamil Nadu
Chennai,30-05-2020,68.2,Tamil Nadu
Chennai,31-05-2020,68.2,Tamil Nadu
Chennai,01-06-2020,68.2,Tamil Nadu
Chennai,02-06-2020,68.2,Tamil Nadu
Chennai,03-06-2020,68.2,Tamil Nadu
Chennai,04-06-2020,68.2,Tamil Nadu
Chennai,05-06-2020,68.2,Tamil Nadu
Chennai,06-06-2020,68.2,Tamil Nadu
Chennai,07-06-2020,68.2,Tamil Nadu
Chennai,08-06-2020,68.2,Tamil Nadu
Chennai,09-06-2020,69.2,Tamil Nadu
Chennai,10-06-2020,70.38,Tamil Nadu
Chennai,11-06-2020,70.38,Tamil Nadu
Chennai,12-06-2020,71.58,Tamil Nadu
Chennai,13-06-2020,72.18,Tamil Nadu
Chennai,14-06-2020,72.78,Tamil Nadu
Chennai,15-06-2020,72.67,Tamil Nadu
Chennai,16-06-2020,73.16,Tamil Nadu
Chennai,17-06-2020,73.67,Tamil Nadu
Chennai,18-06-2020,74.22,Tamil Nadu
Chennai,19-06-2020,74.75,Tamil Nadu
Chennai,20-06-2020,75.27,Tamil Nadu
Chennai,21-06-2020,75.79,Tamil Nadu
Chennai,22-06-2020,76.28,Tamil Nadu
Chennai,23-06-2020,76.75,Tamil Nadu
Chennai,24-06-2020,77.16,Tamil Nadu
Chennai,25-06-2020,77.27,Tamil Nadu
Chennai,26-06-2020,77.42,Tamil Nadu
Chennai,27-06-2020,77.6,Tamil Nadu
Chennai,28-06-2020,77.6,Tamil Nadu
Chennai,29-06-2020,77.71,Tamil Nadu
Chennai,30-06-2020,77.71,Tamil Nadu
Chennai,01-07-2020,77.71,Tamil Nadu
Chennai,02-07-2020,77.71,Tamil Nadu
Chennai,03-07-2020,77.71,Tamil Nadu
Chennai,04-07-2020,77.71,Tamil Nadu
Chennai,05-07-2020,77.71,Tamil Nadu
Chennai,06-07-2020,77.71,Tamil Nadu
Chennai,07-07-2020,77.93,Tamil Nadu
Chennai,08-07-2020,77.93,Tamil Nadu
Chennai,09-07-2020,77.93,Tamil Nadu
Chennai,10-07-2020,77.93,Tamil Nadu
Chennai,11-07-2020,77.93,Tamil Nadu
Chennai,12-07-2020,78.06,Tamil Nadu
Chennai,13-07-2020,78.16,Tamil Nadu
Chennai,14-07-2020,78.16,Tamil Nadu
Chennai,15-07-2020,78.27,Tamil Nadu
Chennai,16-07-2020,78.27,Tamil Nadu
Chennai,17-07-2020,78.42,Tamil Nadu
Chennai,18-07-2020,78.55,Tamil Nadu
Chennai,19-07-2020,78.55,Tamil Nadu
Chennai,20-07-2020,78.65,Tamil Nadu
Chennai,21-07-2020,78.65,Tamil Nadu
Chennai,22-07-2020,78.65,Tamil Nadu
Chennai,23-07-2020,78.65,Tamil Nadu
Chennai,24-07-2020,78.65,Tamil Nadu
Chennai,25-07-2020,78.78,Tamil Nadu
Chennai,26-07-2020,78.91,Tamil Nadu
Chennai,27-07-2020,78.91,Tamil Nadu
Chennai,28-07-2020,78.91,Tamil Nadu
Chennai,29-07-2020,78.91,Tamil Nadu
Chennai,30-07-2020,78.91,Tamil Nadu
Chennai,31-07-2020,78.91,Tamil Nadu
Chennai,01-08-2020,78.91,Tamil Nadu
Chennai,02-08-2020,78.91,Tamil Nadu
Chennai,03-08-2020,78.91,Tamil Nadu
Chennai,04-08-2020,78.91,Tamil Nadu
Chennai,05-08-2020,78.91,Tamil Nadu
Chennai,06-08-2020,78.91,Tamil Nadu
Chennai,07-08-2020,78.91,Tamil Nadu
Chennai,08-08-2020,78.91,Tamil Nadu
Chennai,09-08-2020,78.91,Tamil Nadu
Chennai,10-08-2020,78.91,Tamil Nadu
Chennai,11-08-2020,78.91,Tamil Nadu
Chennai,12-08-2020,78.91,Tamil Nadu
Chennai,13-08-2020,78.91,Tamil Nadu
Chennai,14-08-2020,78.91,Tamil Nadu
Chennai,15-08-2020,78.91,Tamil Nadu
Chennai,16-08-2020,78.91,Tamil Nadu
Chennai,17-08-2020,78.91,Tamil Nadu
Chennai,18-08-2020,78.91,Tamil Nadu
Chennai,19-08-2020,78.91,Tamil Nadu
Chennai,20-08-2020,78.91,Tamil Nadu
Chennai,21-08-2020,78.91,Tamil Nadu
Chennai,22-08-2020,78.91,Tamil Nadu
Chennai,23-08-2020,78.91,Tamil Nadu
Chennai,24-08-2020,78.91,Tamil Nadu
Chennai,25-08-2020,78.91,Tamil Nadu
Chennai,26-08-2020,78.91,Tamil Nadu
Chennai,27-08-2020,78.91,Tamil Nadu
Chennai,28-08-2020,78.91,Tamil Nadu
Chennai,29-08-2020,78.91,Tamil Nadu
Chennai,30-08-2020,78.91,Tamil Nadu
Chennai,31-08-2020,78.91,Tamil Nadu
Chennai,01-09-2020,78.91,Tamil Nadu
Chennai,02-09-2020,78.91,Tamil Nadu
Chennai,03-09-2020,78.76,Tamil Nadu
Chennai,04-09-2020,78.76,Tamil Nadu
Chennai,05-09-2020,78.63,Tamil Nadu
Chennai,06-09-2020,78.63,Tamil Nadu
Chennai,07-09-2020,78.53,Tamil Nadu
Chennai,08-09-2020,78.53,Tamil Nadu
Chennai,09-09-2020,78.53,Tamil Nadu
Chennai,10-09-2020,78.43,Tamil Nadu
Chennai,11-09-2020,78.43,Tamil Nadu
Chennai,12-09-2020,78.31,Tamil Nadu
Chennai,13-09-2020,78.31,Tamil Nadu
Chennai,14-09-2020,78.17,Tamil Nadu
Chennai,15-09-2020,77.96,Tamil Nadu
Chennai,16-09-2020,77.96,Tamil Nadu
Chennai,17-09-2020,77.78,Tamil Nadu
Chennai,18-09-2020,77.45,Tamil Nadu
Chennai,19-09-2020,77.26,Tamil Nadu
Chennai,20-09-2020,77.04,Tamil Nadu
Chennai,21-09-2020,76.9,Tamil Nadu
Chennai,22-09-2020,76.77,Tamil Nadu
Chennai,23-09-2020,76.77,Tamil Nadu
Chennai,24-09-2020,76.77,Tamil Nadu
Chennai,25-09-2020,76.6,Tamil Nadu
Chennai,26-09-2020,76.45,Tamil Nadu
Chennai,27-09-2020,76.3,Tamil Nadu
Chennai,28-09-2020,76.23,Tamil Nadu
Chennai,29-09-2020,76.15,Tamil Nadu
Chennai,30-09-2020,76.15,Tamil Nadu
Chennai,01-10-2020,76.06,Tamil Nadu
Chennai,02-10-2020,75.98,Tamil Nadu
Chennai,03-10-2020,75.98,Tamil Nadu
Chennai,04-10-2020,75.98,Tamil Nadu
Chennai,05-10-2020,75.98,Tamil Nadu
Chennai,06-10-2020,75.98,Tamil Nadu
Chennai,07-10-2020,75.98,Tamil Nadu
Chennai,08-10-2020,75.98,Tamil Nadu
Chennai,09-10-2020,75.98,Tamil Nadu
Chennai,10-10-2020,75.98,Tamil Nadu
Chennai,11-10-2020,75.98,Tamil Nadu
Chennai,12-10-2020,75.98,Tamil Nadu
Chennai,13-10-2020,75.98,Tamil Nadu
Chennai,14-10-2020,75.98,Tamil Nadu
Chennai,15-10-2020,75.98,Tamil Nadu
Chennai,16-10-2020,75.98,Tamil Nadu
Chennai,17-10-2020,75.98,Tamil Nadu
Chennai,18-10-2020,75.98,Tamil Nadu
Chennai,19-10-2020,75.98,Tamil Nadu
Chennai,20-10-2020,75.98,Tamil Nadu
Chennai,21-10-2020,75.98,Tamil Nadu
Chennai,22-10-2020,75.98,Tamil Nadu
Chennai,23-10-2020,75.98,Tamil Nadu
Chennai,24-10-2020,75.98,Tamil Nadu
Chennai,25-10-2020,75.98,Tamil Nadu
Chennai,26-10-2020,75.98,Tamil Nadu
Chennai,27-10-2020,75.98,Tamil Nadu
Chennai,28-10-2020,75.98,Tamil Nadu
Chennai,29-10-2020,75.98,Tamil Nadu
Chennai,30-10-2020,75.98,Tamil Nadu
Chennai,31-10-2020,75.98,Tamil Nadu
Chennai,01-11-2020,75.98,Tamil Nadu
Chennai,02-11-2020,75.98,Tamil Nadu
Chennai,03-11-2020,75.98,Tamil Nadu
Chennai,04-11-2020,75.98,Tamil Nadu
Chennai,05-11-2020,75.98,Tamil Nadu
Chennai,06-11-2020,75.98,Tamil Nadu
Chennai,07-11-2020,75.98,Tamil Nadu
Chennai,08-11-2020,75.98,Tamil Nadu
Chennai,09-11-2020,75.98,Tamil Nadu
Chennai,10-11-2020,75.98,Tamil Nadu
Chennai,11-11-2020,75.98,Tamil Nadu
Chennai,12-11-2020,75.98,Tamil Nadu
Chennai,13-11-2020,75.98,Tamil Nadu
Chennai,14-11-2020,75.98,Tamil Nadu
Chennai,15-11-2020,75.98,Tamil Nadu
Chennai,16-11-2020,75.98,Tamil Nadu
Chennai,17-11-2020,75.98,Tamil Nadu
Chennai,18-11-2020,75.98,Tamil Nadu
Chennai,19-11-2020,75.98,Tamil Nadu
Chennai,20-11-2020,76.18,Tamil Nadu
Chennai,21-11-2020,76.37,Tamil Nadu
Chennai,22-11-2020,76.52,Tamil Nadu
Chennai,23-11-2020,76.69,Tamil Nadu
Chennai,24-11-2020,76.84,Tamil Nadu
Chennai,25-11-2020,76.84,Tamil Nadu
Chennai,26-11-2020,77.04,Tamil Nadu
Chennai,27-11-2020,77.27,Tamil Nadu
Chennai,28-11-2020,77.53,Tamil Nadu
Chennai,29-11-2020,77.8,Tamil Nadu
Chennai,30-11-2020,77.8,Tamil Nadu
Chennai,01-12-2020,77.8,Tamil Nadu
Chennai,02-12-2020,78.02,Tamil Nadu
Chennai,03-12-2020,78.2,Tamil Nadu
Chennai,04-12-2020,78.42,Tamil Nadu
Chennai,05-12-2020,78.66,Tamil Nadu
Chennai,06-12-2020,78.93,Tamil Nadu
Chennai,07-12-2020,79.18,Tamil Nadu
Chennai,08-12-2020,79.18,Tamil Nadu
Chennai,09-12-2020,79.18,Tamil Nadu
Chennai,10-12-2020,79.18,Tamil Nadu
Chennai,11-12-2020,79.18,Tamil Nadu
Chennai,12-12-2020,79.18,Tamil Nadu
Chennai,13-12-2020,79.18,Tamil Nadu
Chennai,14-12-2020,79.18,Tamil Nadu
Chennai,15-12-2020,79.18,Tamil Nadu
Chennai,16-12-2020,79.18,Tamil Nadu
Chennai,17-12-2020,79.18,Tamil Nadu
Chennai,18-12-2020,79.18,Tamil Nadu
Chennai,19-12-2020,79.18,Tamil Nadu
Chennai,20-12-2020,79.18,Tamil Nadu
Chennai,21-12-2020,79.18,Tamil Nadu
Chennai,22-12-2020,79.18,Tamil Nadu
Chennai,23-12-2020,79.18,Tamil Nadu
Chennai,24-12-2020,79.18,Tamil Nadu
Chennai,25-12-2020,79.18,Tamil Nadu
Chennai,26-12-2020,79.18,Tamil Nadu
Chennai,27-12-2020,79.18,Tamil Nadu
Chennai,28-12-2020,79.18,Tamil Nadu
Chennai,29-12-2020,79.18,Tamil Nadu
Chennai,30-12-2020,79.18,Tamil Nadu
Chennai,31-12-2020,79.18,Tamil Nadu
